0,0,6,14,14,16,16,8,0,0,7,11,8,10,15,3,0,0,0,0,4,15,10,0,0,1,15,16,16,16,14,0,0,3,11,13,13,0,0,0,0,0,0,15,5,0,0,0,0,0,7,13,0,0,0,0,0,0,10,12,0,0,0,0,7
0,0,0,3,16,11,1,0,0,0,0,8,16,16,1,0,0,0,0,9,16,14,0,0,0,1,7,16,16,11,0,0,0,9,16,16,16,8,0,0,0,1,8,6,16,7,0,0,0,0,0,5,16,9,0,0,0,0,0,2,14,14,1,0,1
0,0,0,4,13,16,16,3,0,0,8,16,9,12,16,4,0,7,16,3,3,15,13,0,0,9,15,14,16,16,6,0,0,1,8,7,12,15,0,0,0,0,0,0,13,10,0,0,0,0,0,3,15,6,0,0,0,0,0,5,15,4,0,0,9
0,0,7,12,6,2,0,0,0,0,16,16,13,14,1,0,0,9,16,11,3,0,0,0,0,8,16,16,16,4,0,0,0,1,2,0,6,12,0,0,0,0,0,0,7,12,0,0,0,0,6,9,16,6,0,0,0,0,5,16,9,0,0,0,5
0,0,7,11,11,6,0,0,0,9,16,12,10,14,0,0,0,5,2,0,4,14,0,0,0,0,1,5,14,6,0,0,0,1,15,16,16,10,0,0,0,0,7,4,4,15,6,0,0,0,5,4,8,13,12,0,0,0,14,16,12,10,1,0,3
0,1,10,15,8,0,0,0,0,6,16,7,11,8,0,0,0,7,16,3,1,13,1,0,0,7,13,0,0,10,6,0,0,8,12,0,0,14,4,0,0,3,16,0,6,15,2,0,0,0,15,9,16,4,0,0,0,0,9,15,8,0,0,0,0
0,0,0,1,11,7,0,0,0,0,2,13,10,16,4,0,0,0,13,4,1,16,0,0,0,6,14,8,12,16,7,0,0,0,8,8,15,10,2,0,0,0,0,1,12,1,0,0,0,0,0,4,16,0,0,0,0,0,0,3,15,0,0,0,4
0,0,5,12,16,16,3,0,0,0,11,11,4,16,9,0,0,0,0,4,8,16,5,0,0,0,4,16,16,16,14,0,0,0,0,11,14,1,0,0,0,0,0,13,10,0,0,0,0,0,3,16,1,0,0,0,0,0,8,12,0,0,0,0,7
0,0,1,8,13,13,2,0,0,4,16,8,1,12,4,0,0,7,13,3,10,13,0,0,0,3,15,15,14,15,0,0,0,0,13,10,0,10,6,0,0,0,11,5,0,9,8,0,0,0,7,11,4,14,2,0,0,0,1,13,12,4,0,0,8
0,0,0,2,13,12,4,0,0,0,3,15,15,13,12,0,0,2,15,14,1,12,8,0,0,8,16,14,16,16,11,0,0,3,16,16,16,16,10,0,0,0,0,0,8,13,0,0,0,0,0,0,13,7,0,0,0,0,0,0,15,3,0,0,4
0,0,4,11,15,16,15,0,0,0,13,13,8,13,14,0,0,0,0,0,0,15,5,0,0,0,2,4,10,15,1,0,0,0,10,16,16,16,8,0,0,0,1,13,13,1,0,0,0,0,1,16,6,0,0,0,0,0,6,14,2,0,0,0,7
0,0,4,10,13,11,1,0,0,2,13,10,4,8,8,0,0,6,13,4,9,15,4,0,0,4,16,16,16,13,0,0,0,0,12,11,1,8,8,0,0,0,12,4,0,7,8,0,0,0,12,8,8,14,0,0,0,0,6,13,11,1,0,0,8
0,0,3,11,13,14,6,0,0,0,12,9,3,0,0,0,0,2,14,0,0,0,0,0,0,8,10,6,12,12,2,0,0,7,16,13,6,14,8,0,0,0,0,0,1,14,1,0,0,0,1,4,11,6,0,0,0,0,3,13,10,0,0,0,5
0,0,1,4,11,13,7,0,0,2,14,12,10,16,5,0,0,7,14,6,14,12,0,0,0,2,12,11,10,15,1,0,0,0,0,0,0,16,4,0,0,0,0,0,3,16,3,0,0,0,0,0,10,11,0,0,0,0,0,1,14,3,0,0,9
0,0,9,13,1,0,0,0,0,0,8,16,6,0,0,0,0,0,7,16,10,0,0,0,0,0,13,16,10,0,0,0,0,0,9,16,14,0,0,0,0,0,0,7,16,5,0,0,0,0,3,9,16,13,8,5,0,0,4,15,16,16,16,16,1
0,0,9,16,11,0,0,0,0,4,16,13,16,4,0,0,0,0,9,3,13,9,0,0,0,0,0,0,16,8,0,0,0,0,0,3,16,4,0,0,0,0,0,12,15,1,0,0,0,0,6,16,16,15,11,1,0,0,10,16,9,9,13,6,2
0,0,2,13,9,0,0,0,0,0,14,11,12,7,0,0,0,6,16,1,0,16,0,0,0,5,12,0,0,11,5,0,0,8,13,0,0,8,7,0,0,1,16,0,0,9,8,0,0,0,13,3,6,16,1,0,0,0,3,16,14,4,0,0,0
0,0,0,10,12,0,0,0,0,0,9,14,4,0,0,0,0,0,15,3,0,0,0,0,0,2,15,2,6,1,0,0,0,2,16,15,12,15,4,0,0,0,16,5,0,3,14,0,0,0,12,10,4,11,14,0,0,0,1,11,14,12,1,0,6
0,0,0,0,10,13,0,0,0,0,0,0,15,16,0,0,0,0,0,7,16,14,0,0,0,3,12,16,16,13,0,0,0,3,11,9,16,9,0,0,0,0,0,0,16,9,0,0,0,0,0,0,15,12,0,0,0,0,0,0,8,15,2,0,1
0,0,7,9,13,11,2,0,0,6,16,9,1,13,8,0,0,8,14,5,11,14,2,0,0,3,16,16,16,6,0,0,0,2,16,5,1,12,5,0,0,4,15,0,0,8,8,0,0,3,16,4,7,13,2,0,0,0,13,12,8,1,0,0,8
0,0,9,14,16,7,0,0,0,1,14,6,14,13,0,0,0,0,0,0,14,8,0,0,0,0,10,13,16,13,2,0,0,0,16,16,16,13,8,0,0,0,2,15,4,0,0,0,0,0,8,13,0,0,0,0,0,0,12,10,0,0,0,0,7
0,0,8,16,8,0,0,0,0,1,16,9,10,9,0,0,0,4,15,0,0,10,1,0,0,6,12,0,0,6,6,0,0,5,12,0,0,4,8,0,0,4,14,0,0,7,8,0,0,1,16,9,8,14,4,0,0,0,6,15,14,5,0,0,0
0,0,9,16,16,15,2,0,0,0,9,6,8,16,8,0,0,0,0,2,1,16,7,0,0,0,12,16,16,16,13,0,0,0,3,4,15,10,1,0,0,0,0,7,15,2,0,0,0,0,3,15,7,0,0,0,0,0,8,13,1,0,0,0,7
0,0,2,14,10,0,0,0,0,1,14,12,0,0,0,0,0,5,14,1,0,0,0,0,0,6,11,0,0,0,0,0,0,7,15,13,15,7,1,0,0,3,15,8,0,11,10,0,0,0,11,9,4,8,15,0,0,0,1,12,14,12,4,0,6
0,0,0,3,11,16,11,0,0,0,5,16,14,13,16,3,0,3,16,8,0,13,14,0,0,10,15,6,11,16,6,0,0,8,16,15,14,15,1,0,0,0,3,0,10,12,0,0,0,0,0,0,15,9,0,0,0,0,0,1,16,5,0,0,9
0,0,0,0,13,16,3,0,0,0,0,1,15,16,0,0,0,2,5,13,16,14,0,0,0,10,16,15,16,12,0,0,0,1,4,5,16,12,0,0,0,0,0,1,16,14,0,0,0,0,0,0,16,15,0,0,0,0,0,0,11,16,8,0,1
0,0,4,14,16,16,12,0,0,0,12,9,0,5,16,3,0,1,15,14,10,13,12,0,0,8,16,16,16,9,3,0,0,1,4,8,15,0,0,0,0,0,0,8,13,0,0,0,0,0,1,14,9,0,0,0,0,0,6,15,4,0,0,0,9
0,0,6,12,11,3,0,0,0,0,16,9,16,7,0,0,0,0,0,10,13,0,0,0,0,0,14,16,16,10,1,0,0,0,8,2,3,15,4,0,0,0,1,0,0,12,6,0,0,8,15,6,9,16,3,0,0,0,7,12,13,6,0,0,3
0,0,0,3,10,15,9,4,0,0,2,15,7,9,16,6,0,0,11,6,0,10,16,1,0,1,15,14,16,16,7,0,0,0,5,7,2,14,2,0,0,0,0,0,10,6,0,0,0,0,0,1,15,0,0,0,0,0,0,7,9,0,0,0,9
0,0,0,2,10,16,12,2,0,0,2,14,12,7,16,3,0,3,15,15,4,10,15,0,0,6,16,16,16,16,14,0,0,0,3,3,4,16,6,0,0,0,0,0,6,16,2,0,0,0,0,0,10,14,0,0,0,0,0,0,14,9,0,0,4
0,0,8,14,9,2,0,0,0,2,14,5,11,13,0,0,0,0,15,0,6,16,4,0,0,0,13,9,15,15,6,0,0,0,0,5,1,7,9,0,0,0,0,0,0,5,12,0,0,0,12,3,0,9,8,0,0,0,7,14,15,13,0,0,9
0,0,6,16,12,2,0,0,0,6,16,9,11,11,0,0,0,7,14,0,5,14,0,0,0,3,6,0,7,11,0,0,0,0,0,0,14,7,0,0,0,0,0,8,15,0,0,0,0,0,4,16,10,4,3,0,0,0,7,16,13,14,16,3,2
0,0,8,14,2,0,0,0,0,0,5,16,6,0,0,0,0,0,0,16,11,0,0,0,0,0,2,16,15,0,0,0,0,0,0,14,16,2,0,0,0,0,0,1,16,9,0,0,0,0,5,15,16,15,12,8,0,0,4,15,16,13,12,12,1
0,0,0,4,11,16,11,0,0,0,6,13,3,3,15,0,0,0,14,2,4,14,11,0,0,0,12,16,15,15,8,0,0,0,0,2,0,14,2,0,0,0,0,0,4,11,0,0,0,0,0,0,14,4,0,0,0,0,0,3,10,0,0,0,9
0,0,0,0,9,15,12,0,0,0,2,14,9,6,16,1,0,0,12,4,1,12,11,0,0,4,15,7,13,16,3,0,0,2,12,11,1,15,0,0,0,0,0,0,5,11,0,0,0,0,0,0,8,8,0,0,0,0,0,0,9,7,0,0,9
0,0,2,13,5,0,0,0,0,0,11,15,0,0,0,0,0,1,16,2,0,0,0,0,0,2,16,8,6,2,0,0,0,5,16,9,10,15,2,0,0,0,16,4,0,9,8,0,0,0,11,10,3,16,6,0,0,0,4,15,12,9,1,0,6
0,0,0,1,10,16,4,0,0,0,1,13,16,16,3,0,0,0,11,15,9,16,3,0,0,11,16,9,14,13,0,0,0,10,16,16,16,16,9,0,0,1,4,4,16,9,2,0,0,0,0,0,14,5,0,0,0,0,0,0,13,9,0,0,4
0,0,4,13,16,8,0,0,0,6,16,9,11,12,0,0,0,9,11,4,16,6,0,0,0,0,8,15,16,12,1,0,0,0,2,6,1,13,8,0,0,0,9,1,0,9,8,0,0,0,13,8,9,15,4,0,0,0,6,14,12,5,0,0,3
0,1,14,14,4,0,0,0,0,10,15,15,15,0,0,0,0,14,10,4,16,3,0,0,0,2,1,9,16,0,0,0,0,0,0,13,13,0,0,0,0,0,3,16,5,0,0,0,0,0,13,16,13,5,4,0,0,2,15,14,16,16,16,5,2
0,2,7,14,11,1,0,0,0,8,15,3,7,8,0,0,0,10,10,1,12,8,0,0,0,4,16,16,15,6,0,0,0,2,16,6,0,11,7,0,0,1,16,0,0,4,13,0,0,0,16,2,5,14,4,0,0,0,7,16,14,6,0,0,8
